Brand,Country,Status,Wikipedia Page
Hindustan Motors,India,Former brands,https://en.wikipedia.org/wiki/Hindustan_Motors
ICML,India,Former brands,https://en.wikipedia.org/wiki/ICML_motors
Maruti,India,Former brands,https://en.wikipedia.org/wiki/Maruti_Suzuki
Premier,India,Former brands,https://en.wikipedia.org/wiki/Premier_Automobiles_Limited
Reva,India,Former brands,https://en.wikipedia.org/wiki/Mahindra_Reva
Sipani Motors (Sunrise Auto Industries),India,Former brands,https://en.wikipedia.org/wiki/Sipani
Standard,India,Former brands,https://en.wikipedia.org/wiki/Standard_(Indian_automobile)
Esemka,Indonesia,Current,https://en.wikipedia.org/wiki/Esemka
Pindad,Indonesia,Current,https://en.wikipedia.org/wiki/Pindad
Timor,Indonesia,Defunct,https://en.wikipedia.org/wiki/Timor_Putra_Nasional
Bahman,Iran,,https://en.wikipedia.org/wiki/Bahman_Group
Diar,Iran,,https://en.wikipedia.org/wiki/Diar
Iran Khodro,Iran,,https://en.wikipedia.org/wiki/Iran_Khodro
Khodro Kaveer,Iran,,https://en.wikipedia.org/wiki/Khodro_Kaveer
Kish Khodro,Iran,,https://en.wikipedia.org/wiki/Kish_Khodro
Morattab,Iran,,https://en.wikipedia.org/wiki/Morattab
MVM,Iran,,https://en.wikipedia.org/wiki/Modiran_Vehicle_Manufacturing_Company
Pars Khodro,Iran,,https://en.wikipedia.org/wiki/Pars_Khodro
Paykan,Iran,,https://en.wikipedia.org/wiki/Paykan
SAIPA,Iran,,https://en.wikipedia.org/wiki/SAIPA
Shahab Khodro,Iran,,https://en.wikipedia.org/wiki/Shahab_Khodro
Zagross Khodro,Iran,,https://en.wikipedia.org/wiki/Zagross_Khodro
Shamrock,Ireland,,https://en.wikipedia.org/wiki/Shamrock_(car)
TMC Costin,Ireland,,https://en.wikipedia.org/wiki/TMC_Costin
Alesbury,Ireland,,https://en.wikipedia.org/wiki/Alesbury
GAC Ireland,Ireland,,https://en.wikipedia.org/wiki/GAC_Ireland
AIL,Israel,Active brands,https://en.wikipedia.org/wiki/Automotive_Industries
Plasan,Israel,Active brands,https://en.wikipedia.org/wiki/Plasan
Autocars,Israel,Former brands,https://en.wikipedia.org/wiki/Autocars_Co.
Kaiser-Ilin Industries,Israel,Former brands,https://en.wikipedia.org/wiki/Kaiser-Frazer#Kaiser_in_Israel
Abarth,Italy,Active brands,https://en.wikipedia.org/wiki/Abarth
Alfa Romeo,Italy,Active brands,https://en.wikipedia.org/wiki/Alfa_Romeo
Casalini,Italy,Active brands,https://en.wikipedia.org/wiki/Casalini
Cizeta,Italy,Active brands,https://en.wikipedia.org/wiki/Cizeta
De Tomaso,Italy,Active brands,https://en.wikipedia.org/wiki/De_Tomaso
DR,Italy,Active brands,https://en.wikipedia.org/wiki/DR_Automobiles
Ferrari,Italy,Active brands,https://en.wikipedia.org/wiki/Ferrari
Fiat,Italy,Active brands,https://en.wikipedia.org/wiki/Fiat_Automobiles
F&M,Italy,Active brands,https://en.wikipedia.org/wiki/Mazzanti_Automobili
Giannini,Italy,Active brands,https://en.wikipedia.org/wiki/Giannini_Automobili
Giottiline,Italy,Active brands,https://en.wikipedia.org/wiki/Giottiline
Grecav,Italy,Active brands,https://en.wikipedia.org/wiki/Grecav
Italdesign,Italy,Active brands,https://en.wikipedia.org/wiki/Italdesign
Iveco,Italy,Active brands,https://en.wikipedia.org/wiki/Iveco
Lamborghini,Italy,Active brands,https://en.wikipedia.org/wiki/Lamborghini
Lancia,Italy,Active brands,https://en.wikipedia.org/wiki/Lancia
Maserati,Italy,Active brands,https://en.wikipedia.org/wiki/Maserati
Mazzanti,Italy,Active brands,https://en.wikipedia.org/wiki/Mazzanti_Automobili
Pagani,Italy,Active brands,https://en.wikipedia.org/wiki/Pagani_(company)
Piaggio,Italy,Active brands,https://en.wikipedia.org/wiki/Piaggio
Pininfarina,Italy,Active brands,https://en.wikipedia.org/wiki/Pininfarina
Qvale,Italy,Active brands,https://en.wikipedia.org/wiki/Qvale
RUF,Italy,Active brands,https://en.wikipedia.org/wiki/Ruf_Automobile
Spada Vetture Sport,Italy,Active brands,https://en.wikipedia.org/wiki/Spada_Codatronca
ASA,Italy,Former brands,https://en.wikipedia.org/wiki/ASA_(automobile)
Autobianchi,Italy,Former brands,https://en.wikipedia.org/wiki/Autobianchi
Bertone,Italy,Former brands,https://en.wikipedia.org/wiki/Gruppo_Bertone
Bizzarrini,Italy,Former brands,https://en.wikipedia.org/wiki/Bizzarrini
Cisitalia,Italy,Former brands,https://en.wikipedia.org/wiki/Cisitalia
Covini,Italy,Former brands,https://en.wikipedia.org/wiki/Covini_Engineering
Innocenti,Italy,Former brands,https://en.wikipedia.org/wiki/Innocenti
Intermeccanica,Italy,Former brands,https://en.wikipedia.org/wiki/Intermeccanica
Iso,Italy,Former brands,https://en.wikipedia.org/wiki/Iso_(automobile)
O.S.C.A.,Italy,Former brands,https://en.wikipedia.org/wiki/O.S.C.A.
Siata,Italy,Former brands,https://en.wikipedia.org/wiki/Siata
Baby-Brousse,Ivory Coast,,https://en.wikipedia.org/wiki/Baby-Brousse
citation needed,Ivory Coast,,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Afeela,Japan,Active brands,https://en.wikipedia.org/wiki/Sony_Honda_Mobility
Aspark,Japan,Active brands,https://en.wikipedia.org/wiki/Aspark
Daihatsu,Japan,Active brands,https://en.wikipedia.org/wiki/Daihatsu
Lexus,Japan,Active brands,https://en.wikipedia.org/wiki/Lexus
Honda,Japan,Active brands,https://en.wikipedia.org/wiki/Honda
Acura,Japan,Active brands,https://en.wikipedia.org/wiki/Acura
Isuzu,Japan,Active brands,https://en.wikipedia.org/wiki/Isuzu
Mazda,Japan,Active brands,https://en.wikipedia.org/wiki/Mazda
Mitsubishi,Japan,Active brands,https://en.wikipedia.org/wiki/Mitsubishi_Motors
Mitsuoka,Japan,Active brands,https://en.wikipedia.org/wiki/Mitsuoka
Nissan,Japan,Active brands,https://en.wikipedia.org/wiki/Nissan
GT-R,Japan,Active brands,https://en.wikipedia.org/wiki/Nissan_GT-R
Nismo,Japan,Active brands,https://en.wikipedia.org/wiki/Nismo
Infiniti,Japan,Active brands,https://en.wikipedia.org/wiki/Infiniti
Subaru,Japan,Active brands,https://en.wikipedia.org/wiki/Subaru
Suzuki,Japan,Active brands,https://en.wikipedia.org/wiki/Suzuki
Toyota,Japan,Active brands,https://en.wikipedia.org/wiki/Toyota
Yamaha Motor,Japan,Active brands,https://en.wikipedia.org/wiki/Yamaha_Motor
Amati Cars,Japan,Former brands,https://en.wikipedia.org/wiki/Amati_Cars
Autozam,Japan,Former brands,https://en.wikipedia.org/wiki/Autozam
Colt,Japan,Former brands,https://en.wikipedia.org/wiki/Colt_Car_Company
Mitsubishi Motors,Japan,Former brands,https://en.wikipedia.org/wiki/Mitsubishi_Motors
UK,Japan,Former brands,https://en.wikipedia.org/wiki/UK
Colt Car Company,Japan,Former brands,https://en.wikipedia.org/wiki/Colt_Car_Company
Datsun,Japan,Former brands,https://en.wikipedia.org/wiki/Datsun
ɛ̃fini,Japan,Former brands,https://en.wikipedia.org/wiki/%C6%90%CC%83fini
Eunos,Japan,Former brands,https://en.wikipedia.org/wiki/Eunos_(automobile)
Hino,Japan,Former brands,https://en.wikipedia.org/wiki/Hino_Contessa
Prince,Japan,Former brands,https://en.wikipedia.org/wiki/Prince_Motor_Company
Scion,Japan,Former brands,https://en.wikipedia.org/wiki/Scion_(automobile)
Toyopet,Japan,Former brands,https://en.wikipedia.org/wiki/Toyopet
Mobius,Kenya,,https://en.wikipedia.org/wiki/Mobius_Motors
[1],Kenya,,https://en.wikipedia.org/wiki/List_of_car_brands#cite_note-1
Nyayo,Kenya,,https://en.wikipedia.org/wiki/Nyayo_Car
Jehle,Liechtenstein,,https://en.wikipedia.org/wiki/Jehle
Orca,Liechtenstein,,https://en.wikipedia.org/wiki/Orca_Engineering
Karenjy,Madagascar,,https://en.wikipedia.org/wiki/Karenjy
Bufori,Malaysia,,https://en.wikipedia.org/wiki/Bufori
Proton,Malaysia,,https://en.wikipedia.org/wiki/Proton_Holdings
Perodua,Malaysia,,https://en.wikipedia.org/wiki/Perodua
TD2000,Malaysia,,https://en.wikipedia.org/wiki/TD2000
Inokom,Malaysia,,https://en.wikipedia.org/wiki/Inokom
Naza,Malaysia,,https://en.wikipedia.org/wiki/Naza
Hicom,Malaysia,,https://en.wikipedia.org/wiki/HICOM_Automotive_Manufacturers_(Malaysia)
Dina,Mexico,,https://en.wikipedia.org/wiki/DINA_S.A.
Mastretta,Mexico,,https://en.wikipedia.org/wiki/Mastretta
VAM,Mexico,,https://en.wikipedia.org/wiki/Veh%C3%ADculos_Automotores_Mexicanos
Zacua,Mexico,,https://en.wikipedia.org/wiki/Zacua
Venturi,Monaco,,https://en.wikipedia.org/wiki/Venturi_Automobiles
Laraki,Morocco,,https://en.wikipedia.org/wiki/Laraki
Uri-Automobile,Namibia,,https://en.wikipedia.org/wiki/Uri_International_Vehicle_%26_Equipment_Marketing
Hulas Motors,Nepal,,https://en.wikipedia.org/wiki/Hulas_Motors
Donkervoort,Netherlands,Active brands,https://en.wikipedia.org/wiki/Donkervoort
Van Doorne's Automobiel Fabrieken,Netherlands,Active brands,https://en.wikipedia.org/wiki/DAF_Trucks
Savage Rivale,Netherlands,Active brands,https://en.wikipedia.org/wiki/Savage_Rivale_Roadyacht_GTS
Spyker,Netherlands,Active brands,https://en.wikipedia.org/wiki/Spyker_Cars
Vencer,Netherlands,Active brands,https://en.wikipedia.org/wiki/Vencer
DAF,Netherlands,Former brands,https://en.wikipedia.org/wiki/DAF_Cars
Spyker,Netherlands,Former brands,https://en.wikipedia.org/wiki/Spyker
Eysink,Netherlands,Former brands,https://en.wikipedia.org/wiki/Eysink
VDL Nedcar,Netherlands,Former brands,https://en.wikipedia.org/wiki/VDL_Nedcar
Almac,New Zealand,Active brands in NZ,https://en.wikipedia.org/wiki/Almac_(automobile)
Alternative Cars,New Zealand,Active brands in NZ,https://en.wikipedia.org/wiki/Alternative_Cars_Limited_(New_Zealand)
Chevron,New Zealand,Active brands in NZ,https://en.wikipedia.org/wiki/Chevron_Engineering_Ltd
Fraser,New Zealand,Active brands in NZ,https://en.wikipedia.org/wiki/Fraser_Clubman
Hulme,New Zealand,Active brands in NZ,https://en.wikipedia.org/wiki/Hulme_F1
Leitch,New Zealand,Active brands in NZ,https://en.wikipedia.org/wiki/Leitch_Super_Sprint
Saker,New Zealand,Active brands in NZ,https://en.wikipedia.org/wiki/Saker_Cars
Anziel,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Anziel_Nova
Beattie,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Beattie_(automobile)
Carlton,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Marlborough_(automobile)
Cobra,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Cobra_(car)
Crowther,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Hamilton_Walker_(New_Zealand)
De Joux,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/De_Joux_(car)
Dennison,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Frederick_Dennison
Everson,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Everson_aircraft
Heron,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Heron_Cars
Marlborough,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Marlborough_(automobile)
McRae,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Graham_McRae
Mistral,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Microplas
Redline,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Beattie_(automobile)
Steel Brothers,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Lotus_Seven
Trekka,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Trekka
UltraCommuter,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/UltraCommuter
Wood,New Zealand,Former brands in NZ,https://en.wikipedia.org/wiki/Cecil_Wood_(engineer)
Izuogu,Nigeria,,https://en.wikipedia.org/wiki/Izuogu_Z-600
Innoson Vehicle Manufacturing,Nigeria,,https://en.wikipedia.org/wiki/Innoson_Vehicle_Manufacturing
Pyeonghwa Motors,North Korea,,https://en.wikipedia.org/wiki/Pyeonghwa_Motors
Sungri Motors,North Korea,,https://en.wikipedia.org/wiki/Sungri_Motor_Plant
Kongsberg,Norway,,https://en.wikipedia.org/wiki/Kongsberg_Automotive
Bjering,Norway,Former brands,https://en.wikipedia.org/wiki/Bjering_(car)
Buddy,Norway,Former brands,https://en.wikipedia.org/wiki/Buddy_(electric_car)
Geijer,Norway,Former brands,https://en.wikipedia.org/wiki/C._Geijer_%26_Co
Norsk,Norway,Former brands,https://en.wikipedia.org/wiki/Norsk_(marque)
Think,Norway,Former brands,https://en.wikipedia.org/wiki/Think_Global
Troll,Norway,Former brands,https://en.wikipedia.org/wiki/Troll_(automobile)
Atlas Honda,Pakistan,Active brands,https://en.wikipedia.org/wiki/Atlas_Honda
Honda Atlas Cars Pakistan,Pakistan,Active brands,https://en.wikipedia.org/wiki/Honda_Atlas_Cars
FAW Pakistan,Pakistan,Active brands,https://en.wikipedia.org/wiki/Al_Haj_FAW_Motors
Ghandhara Nissan,Pakistan,Active brands,https://en.wikipedia.org/wiki/Ghandhara_Nissan
Ghandhara Industries,Pakistan,Active brands,https://en.wikipedia.org/wiki/Ghandhara_Industries_Limited
Heavy Industries Taxila,Pakistan,Active brands,https://en.wikipedia.org/wiki/Heavy_Industries_Taxila
Hinopak,Pakistan,Active brands,https://en.wikipedia.org/wiki/Hinopak_Motors
Master,Pakistan,Active brands,https://en.wikipedia.org/wiki/Master_Motors
Millat Tractors,Pakistan,Active brands,https://en.wikipedia.org/wiki/Millat_Tractors
Pak Suzuki,Pakistan,Active brands,https://en.wikipedia.org/wiki/Pak_Suzuki_Motors
Indus Motors Company,Pakistan,Active brands,https://en.wikipedia.org/wiki/Toyota_Indus
Yamaha Motor Pakistan,Pakistan,Active brands,https://en.wikipedia.org/wiki/Yamaha_Motor_Pakistan
Sazgar,Pakistan,Active brands,https://en.wikipedia.org/wiki/Sazgar
Hyundai Nishat Motors,Pakistan,Active brands,https://en.wikipedia.org/wiki/Hyundai_Nishat_Motors
Kia Lucky Motors,Pakistan,Active brands,https://en.wikipedia.org/wiki/Kia_Lucky_Motors
United Auto Industries,Pakistan,Active brands,https://en.wikipedia.org/wiki/United_Auto_Industries
Prince DFSK,Pakistan,Active brands,https://en.wikipedia.org/wiki/DFSK_(Sokon)#Prince_Pearl
MG JW Automobile,Pakistan,Active brands,https://en.wikipedia.org/wiki/MG_JW_Automobile
Adam Motor Company,Pakistan,Former brands,https://en.wikipedia.org/wiki/Adam_Motor_Company
Nexus Automotive,Pakistan,Former brands,https://en.wikipedia.org/wiki/Nexus_Automotive
Dewan Farooque Motors,Pakistan,Former brands,https://en.wikipedia.org/wiki/Dewan_Farooque_Motors
Arrinera,Poland,,https://en.wikipedia.org/wiki/Arrinera
FSO,Poland,,https://en.wikipedia.org/wiki/Fabryka_Samochod%C3%B3w_Osobowych
Melex,Poland,,https://en.wikipedia.org/wiki/Melex
Polski Fiat,Poland,,https://en.wikipedia.org/wiki/Polski_Fiat
UMM (União Metalo-Mecânica),Portugal,Former brands,https://en.wikipedia.org/wiki/UMM_(Uni%C3%A3o_Metalo-Mec%C3%A2nica)
Portaro,Portugal,Former brands,https://en.wikipedia.org/wiki/Portaro
Dacia,Romania,Active brands,https://en.wikipedia.org/wiki/Automobile_Dacia
Ford Romania,Romania,Active brands,https://en.wikipedia.org/wiki/Ford_Romania
Oltcit,Romania,Former brands,https://en.wikipedia.org/wiki/Oltcit
ARO,Romania,Former brands,https://en.wikipedia.org/wiki/ARO
Daewoo Automobile S.A.,Romania,Former brands,https://en.wikipedia.org/wiki/Automobile_Craiova
El Car,Romania,Former brands,https://en.wikipedia.org/wiki/El_Car
Atom,Russia,Active brands,https://en.wikipedia.org/wiki/Atom
Aurus Motors,Russia,Active brands,https://en.wikipedia.org/wiki/Aurus_Motors
Evolute,Russia,Active brands,https://en.wikipedia.org/wiki/Evolute
GAZ,Russia,Active brands,https://en.wikipedia.org/wiki/GAZ
Lada,Russia,Active brands,https://en.wikipedia.org/wiki/Lada
Moskvich,Russia,Active brands,https://en.wikipedia.org/wiki/Moskvich
KamAZ,Russia,Active brands,https://en.wikipedia.org/wiki/KamAZ
UAZ,Russia,Active brands,https://en.wikipedia.org/wiki/UAZ
Sollers,Russia,Active brands,https://en.wikipedia.org/wiki/Sollers_JSC
BelAZ,Russia,Active brands,https://en.wikipedia.org/wiki/BelAZ
Derways,Russia,Former brands,https://en.wikipedia.org/wiki/Derways_Automobile_Company
Izh,Russia,Former brands,https://en.wikipedia.org/wiki/Kalashnikov_Concern
Marussia,Russia,Former brands,https://en.wikipedia.org/wiki/Marussia
Russo-Balt,Russia,Former brands,https://en.wikipedia.org/wiki/Russo-Balt
TagAZ,Russia,Former brands,https://en.wikipedia.org/wiki/TagAZ
ZiL,Russia,Former brands,https://en.wikipedia.org/wiki/ZiL
Ceer Motors,Saudi Arabia,,https://en.wikipedia.org/wiki/Ceer_Motors
FCA Srbija,Serbia,Active brands,https://en.wikipedia.org/wiki/FCA_Srbija
Zastava TERVO,Serbia,Active brands,https://en.wikipedia.org/wiki/Zastava_TERVO
IDA-Opel,Serbia,Former brands,https://en.wikipedia.org/wiki/IDA-Opel
Yugo,Serbia,Former brands,https://en.wikipedia.org/wiki/Zastava_Koral
Zastava,Serbia,Former brands,https://en.wikipedia.org/wiki/Zastava_Automobiles
K-1 Engineering,Slovakia,Active brands,https://en.wikipedia.org/wiki/K-1_Attack
Troliga Bus,Slovakia,Active brands,https://sk.wikipedia.org/wiki/Troliga_Bus
Granus,Slovakia,Former brands,https://sk.wikipedia.org/wiki/Granus
Novoplan,Slovakia,Former brands,https://sk.wikipedia.org/wiki/Novoplan
SlovBus,Slovakia,Former brands,https://sk.wikipedia.org/wiki/SlovBus
Trnavské automobilové závody,Slovakia,Former brands,https://en.wikipedia.org/wiki/Trnavsk%C3%A9_automobilov%C3%A9_z%C3%A1vody
Revoz,Slovenia,Active brands,https://en.wikipedia.org/wiki/Revoz
TAM,Slovenia,Former brands,https://en.wikipedia.org/wiki/Tovarna_avtomobilov_Maribor
Tushek & Spigel,Slovenia,Former brands,https://en.wikipedia.org/wiki/Tushek
Birkin,South Africa,Active brands,https://en.wikipedia.org/wiki/Birkin_Cars
Perana,South Africa,Active brands,https://en.wikipedia.org/wiki/Perana_Performance_Group
Puma,South Africa,Active brands,https://en.wikipedia.org/wiki/Puma_(car_manufacturer)
Shaka,South Africa,Active brands,https://en.wikipedia.org/wiki/Advanced_Automotive_Design
Superformance,South Africa,Active brands,https://en.wikipedia.org/wiki/Superformance
Uri International Vehicle & Equipment Marketing,South Africa,Active brands,https://en.wikipedia.org/wiki/Uri_International_Vehicle_%26_Equipment_Marketing
Eagle,South Africa,Former brands,https://en.wikipedia.org/wiki/Automotive_Design_and_Development
GSM,South Africa,Former brands,https://en.wikipedia.org/wiki/Glass_Sport_Motors
Hayden Dart,South Africa,Former brands,https://en.wikipedia.org/wiki/Glass_Sport_Motors
Hi-Tech,South Africa,Former brands,https://en.wikipedia.org/wiki/Superformance
Optimal Energy,South Africa,Former brands,https://en.wikipedia.org/wiki/Optimal_Energy_Joule
Perana,South Africa,Former brands,https://en.wikipedia.org/wiki/Basil_Green_Motors
Protea,South Africa,Former brands,https://en.wikipedia.org/wiki/Protea_(car)
Ranger,South Africa,Former brands,https://en.wikipedia.org/wiki/Ranger_(car)
Sao,South Africa,Former brands,https://en.wikipedia.org/wiki/Sao_Penza
Chevrolet Korea,South Korea,Active brands,https://en.wikipedia.org/wiki/Chevrolet
CT&T,South Korea,Active brands,https://en.wikipedia.org/wiki/CT%26T_United
Genesis,South Korea,Active brands,https://en.wikipedia.org/wiki/Genesis_Motors
Hyundai,South Korea,Active brands,https://en.wikipedia.org/wiki/Hyundai_Motor_Company
Kia,South Korea,Active brands,https://en.wikipedia.org/wiki/Kia_Motors
Renault Samsung,South Korea,Active brands,https://en.wikipedia.org/wiki/Renault_Samsung_Motors
Ssangyong,South Korea,Active brands,https://en.wikipedia.org/wiki/SsangYong_Motor
Asia,South Korea,Former brands,https://en.wikipedia.org/wiki/Asia_Motors
Daewoo,South Korea,Former brands,https://en.wikipedia.org/wiki/Daewoo_Motors
GMK,South Korea,Former brands,https://en.wikipedia.org/wiki/Saehan_Motors
Proto,South Korea,Former brands,https://en.wikipedia.org/wiki/Proto_Motors
Saehan,South Korea,Former brands,https://en.wikipedia.org/wiki/Saehan_Motors
Saenara,South Korea,Former brands,https://en.wikipedia.org/wiki/Daewoo_Motors
Shinjin,South Korea,Former brands,https://en.wikipedia.org/wiki/Shinjin_Motors
Spirra,South Korea,Former brands,https://en.wikipedia.org/wiki/Spirra
Aspid,Spain,Active brands,https://en.wikipedia.org/wiki/Aspid
Comarth,Spain,Active brands,https://en.wikipedia.org/wiki/Comarth
Cupra,Spain,Active brands,https://en.wikipedia.org/wiki/SEAT_Cupra
Gerard Farre,Spain,Active brands,https://en.wikipedia.org/wiki/Honda
GTA Motor,Spain,Active brands,https://en.wikipedia.org/wiki/GTA_Motor
Hurtan,Spain,Active brands,https://en.wikipedia.org/wiki/Hurtan
SEAT,Spain,Active brands,https://en.wikipedia.org/wiki/SEAT
Spania GTA,Spain,Active brands,https://en.wikipedia.org/wiki/GTA_Spano
Tramontana (sports car),Spain,Active brands,https://en.wikipedia.org/wiki/Tramontana_(sports_car)
Tauro Sport Auto,Spain,Active brands,https://en.wikipedia.org/wiki/Tauro_Sport_Auto
UROVESA,Spain,Active brands,https://en.wikipedia.org/wiki/UROVESA
Hispano Suiza,Spain,Former brands,https://en.wikipedia.org/wiki/Hispano_Suiza
Pegaso,Spain,Former brands,https://en.wikipedia.org/wiki/Pegaso
Santana,Spain,Former brands,https://en.wikipedia.org/wiki/Santana_Motor
Volvo Cars,Sweden,Active brands,https://en.wikipedia.org/wiki/Volvo_Cars
Koenigsegg,Sweden,Active brands,https://en.wikipedia.org/wiki/Koenigsegg
Polestar,Sweden,Active brands,https://en.wikipedia.org/wiki/Polestar
Rengsjöbilen,Sweden,Former brands,https://en.wikipedia.org/wiki/Rengsj%C3%B6bilen
Saab,Sweden,Former brands,https://en.wikipedia.org/wiki/Saab_Automobile
Hult Healey,Sweden,Former brands,https://en.wikipedia.org/wiki/Hult_Healey
Jösse Car,Sweden,Former brands,https://en.wikipedia.org/wiki/J%C3%B6sse_Car
Tjorven,Sweden,Former brands,https://en.wikipedia.org/wiki/Kalmar_Verkstad
NEVS,Sweden,Former brands,https://en.wikipedia.org/wiki/NEVS
MBM,Switzerland,Former brands,https://en.wikipedia.org/wiki/MBM_(automobile)
Monteverdi,Switzerland,Former brands,https://en.wikipedia.org/wiki/Monteverdi_(automobile)
Ranger,Switzerland,Former brands,https://en.wikipedia.org/wiki/Ranger_(automobile)
General Motors,Switzerland,Former brands,https://en.wikipedia.org/wiki/General_Motors
Rinspeed,Switzerland,Former brands,https://en.wikipedia.org/wiki/Rinspeed
CMC,Taiwan,,https://en.wikipedia.org/wiki/China_Motor_Corporation
Formosa,Taiwan,,https://en.wikipedia.org/wiki/Formosa_Automobile_Corporation
citation needed,Taiwan,,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Luxgen,Taiwan,,https://en.wikipedia.org/wiki/Luxgen
Thunder Power,Taiwan,,https://en.wikipedia.org/wiki/Thunder_Power
Yue Long/Yulon/YLN,Taiwan,,https://en.wikipedia.org/wiki/Yue_Loong
Thai Rung,Thailand,,https://en.wikipedia.org/wiki/Thai_Rung_Union_Car
Industries Mécaniques Maghrébines,Tunisia,Active brands,https://en.wikipedia.org/wiki/Industries_M%C3%A9caniques_Maghr%C3%A9bines
Wallyscar,Tunisia,Active brands,https://en.wikipedia.org/wiki/Wallyscar
[2],Tunisia,Active brands,https://en.wikipedia.org/wiki/List_of_car_brands#cite_note-2
Anadol,Turkey,,https://en.wikipedia.org/wiki/Anadol
Devrim,Turkey,,https://en.wikipedia.org/wiki/Devrim
Etox,Turkey,,https://en.wikipedia.org/wiki/Etox
Özaltin,Turkey,,https://en.wikipedia.org/wiki/%C3%96zmakta%C5%9F-%C3%96zalt%C4%B1n_Makina_Otomotiv
Temsa,Turkey,,https://en.wikipedia.org/wiki/Temsa
Tofaş,Turkey,,https://en.wikipedia.org/wiki/Tofa%C5%9F
TOGG,Turkey,,https://en.wikipedia.org/wiki/TOGG
Kiira,Uganda,,https://en.wikipedia.org/wiki/Kiira_Motors_Corporation
ZAZ,Ukraine,,https://en.wikipedia.org/wiki/ZAZ
KrAZ,Ukraine,,https://en.wikipedia.org/wiki/KrAZ
Devel Motors,United Arab Emirates,,https://en.wikipedia.org/wiki/Devel_Motors
W Motors,United Arab Emirates,,https://en.wikipedia.org/wiki/W_Motors
AC Cars,United Kingdom,Active brands,https://en.wikipedia.org/wiki/AC_Cars
Arash,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Arash_Motor_Company
Ariel,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Ariel_Motor_Company
Arrival,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Arrival_(company)
Aston Martin,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Aston_Martin
Briggs Automotive Company (BAC),United Kingdom,Active brands,https://en.wikipedia.org/wiki/Briggs_Automotive_Company
Bentley,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Bentley
Caterham Cars,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Caterham_Cars
David Brown,United Kingdom,Active brands,https://en.wikipedia.org/wiki/David_Brown_Automotive
Ginetta,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Ginetta_Cars
Gordon Murray Automotive,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Gordon_Murray_Automotive
Ineos Automotive,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Ineos#Ineos_Automotive
Jaguar,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Jaguar_Cars
[3],United Kingdom,Active brands,https://en.wikipedia.org/wiki/List_of_car_brands#cite_note-3
Lagonda,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Lagonda
Land Rover,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Land_Rover
Lister,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Lister_Motor_Company
London Electric Vehicle Company,United Kingdom,Active brands,https://en.wikipedia.org/wiki/London_Electric_Vehicle_Company
Lotus,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Lotus_Cars
Mini,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Mini_(marque)
McLaren,United Kingdom,Active brands,https://en.wikipedia.org/wiki/McLaren_Automotive
Morgan,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Morgan_Motor_Company
Noble,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Noble_Automotive
Radical,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Radical_Sportscars
Rolls-Royce,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Rolls-Royce_Motor_Cars
TVR,United Kingdom,Active brands,https://en.wikipedia.org/wiki/TVR
Vauxhall,United Kingdom,Active brands,https://en.wikipedia.org/wiki/Vauxhall_Motors
[4],United Kingdom,Active brands,https://en.wikipedia.org/wiki/List_of_car_brands#cite_note-4
Albion,United Kingdom,Former brands,https://en.wikipedia.org/wiki/Albion_Motors
Allard,United Kingdom,Former brands,https://en.wikipedia.org/wiki/Allard_Motor_Company
